"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72"
"SPEAKS (R OH-12)",1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,0
"BEGG (R OH-13)",1,0,0,0,0,1,1,1,1,NA,NA,0,1,NA,0,0,0,NA,0,NA,1,0,1,1,0,1,NA,1,0,NA,1,1,1,1,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,0,0,1,0,1,1,1
"DAVEY (D OH-14)",NA,1,1,1,1,0,1,1,0,1,1,NA,NA,NA,NA,0,1,1,0,1,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,0,NA,NA,0,1,NA,0,1,0,1,NA,1,1,1,NA,0,NA,NA,1,1,0,1,NA,1,NA,NA,NA,0,NA,NA,0,NA,1,NA,1,NA,1,1,1,NA
"MOORE (R OH-15)",1,0,0,0,0,1,NA,1,1,0,1,1,1,1,0,NA,1,1,0,1,1,0,NA,NA,1,1,NA,NA,0,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,1,0,1,1,1,0,1,1,0,0,1,0,NA,NA,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0
"MC (D OH-16)",1,1,1,1,1,0,1,1,0,1,1,1,NA,1,1,NA,1,1,1,1,1,0,1,1,NA,1,1,1,1,1,NA,0,0,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,NA,1,1,1,1,0,NA,0,NA,NA,NA,0,NA,NA,1,0,1,NA,0,1,1,1,1,1,0
"MORGAN (R OH-17)",1,0,1,1,0,1,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,NA,1,1,0,1,0,NA,1,1,1,1,1,1,1,NA,1,1,0,1,NA,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,NA,0,0,0,0,NA,1,1,1,0,0,0,1,0,1,1,0
"MURPHY (R OH-18)",1,0,0,0,0,1,1,1,1,0,NA,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,NA,1,NA,1,0,1,1,0,1,1,1,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA
"COOPER (R OH-19)",1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,1,0,1,1,0,1,1,1,1,0,NA,NA,NA,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,NA,1,0,0,NA,0,NA,1,1,NA,0,NA,1,0,1,1,1
"MOONEY (D OH-20)",1,1,1,1,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,0,1,1,0,0,0,1,1,1,0,1,1,1,NA,0,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1
"CROSSER (D OH-21)",1,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,0,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,NA,1,1,0,0,1,NA,1,1,0,1,1,1,0,0,1,1
"BURTON (R OH-22)",1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,NA,1,1,0,NA,NA,1,0,1,0,NA,0,1,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOWARD (D OK-1)",1,1,1,1,1,0,1,1,0,1,1,1,0,1,NA,0,1,1,1,1,1,0,1,1,1,1,NA,1,1,1,0,0,1,1,1,1,1,NA,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,NA,0,1,1,1,0,0,NA,NA,0,1,1,0,1,1,0,1,1,0
"HASTINGS (D OK-2)",1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,NA,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0
"CARTWRIGHT (D OK-3)",1,1,1,1,1,0,1,NA,0,1,0,NA,NA,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,NA,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,NA,1,0,1,1,1,1,0,0
"MC (D OK-4)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0
"SWANK (D OK-5)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,NA,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
"JOHNSON (D OK-6)",1,1,1,1,1,0,1,NA,0,1,1,NA,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0
"MC (D OK-7)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,NA,1,NA,NA,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,1,1,NA,0
"GARBER (R OK-8)",1,0,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,NA,1,1,1,NA,1,1,0,0,1,0,0,0,0,0,1,1,1,0,NA,1,0,1,1,NA
"HAWLEY (R OR-1)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,NA,NA,1,NA,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,1,1
"SINNOTT (R OR-2)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,NA,0,1,1,0,1,1,0,1,1,NA,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,NA,1,1,NA,1,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUTLER (R OR-2)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,NA,NA,NA,1,NA,1,1,NA,NA
"KORELL (R OR-3)",1,0,0,0,0,0,1,1,1,0,NA,NA,NA,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,NA,0,1,1,1,0,1,NA,1,0,0,1,1,1,0,0,0,0,NA,0,1,0,0,0,1,1,0,1,1,1
"BECK (R PA-1)",1,NA,0,0,0,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,NA,NA,NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,NA
"GRAHAM (R PA-2)",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA
"RANSLEY (R PA-3)",1,0,0,0,0,1,1,1,1,0,1,0,NA,1,0,NA,1,1,0,1,1,1,1,1,0,1,1,0,NA,1,1,0,0,1,1,NA,1,NA,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,NA,0,1,NA,0,1,0,1,0,0,1,1
"GOLDER (R PA-4)",1,0,0,0,0,1,1,NA,1,NA,NA,NA,NA,1,0,NA,1,1,0,NA,1,0,1,NA,NA,1,1,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,0,1,1,1,0,NA,NA,NA,NA,1,1,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,1,NA,NA,0,0,1,1
"CONNOLLY (R PA-5)",1,0,0,0,0,1,1,NA,1,0,1,0,1,1,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,1,NA,0,NA,0,1,0,NA,NA,1,0,NA,1,NA,NA,NA,0,NA,0,1,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,1,NA
"WELSH (R PA-6)",1,0,0,0,0,NA,NA,NA,1,0,NA,0,1,NA,0,0,1,1,0,NA,1,0,1,0,0,1,1,0,0,1,0,0,NA,1,1,NA,1,0,1,0,1,0,1,0,1,1,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,NA,0,1,NA,NA,0,NA,1,0,1,1,1
"DARROW (R PA-7)",1,0,0,0,0,0,1,1,1,0,1,0,1,NA,0,0,1,0,0,1,1,0,1,1,0,1,NA,NA,0,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,1,1
"BUTLER (R PA-8)",NA,0,0,0,1,1,1,1,1,NA,NA,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,NA,NA,0,1,1,1,0,1,1,0,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOLFENDEN (R PA-8)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0
"WATSON (R PA-9)",1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,NA,0,NA,1,0,NA,1,0,NA,1,1,1,0,1,1,0,1,NA,1,0,0,0,1,0,1,1,NA,NA,1,1,0,0,1,0,1,0,0,0,0,0,NA,NA,1,NA,0,NA,NA,1,0,1,1,0
"GRIEST (R PA-10)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"WATRES (R PA-11)",1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,NA,1,NA,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
"CASEY (D PA-12)",NA,NA,1,1,1,0,1,NA,1,1,1,NA,1,1,0,0,1,1,1,1,1,0,1,NA,1,1,1,1,1,1,NA,NA,0,NA,1,NA,1,NA,0,1,NA,NA,NA,1,1,NA,1,0,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PALMER (R PA-13)",1,0,0,0,1,0,1,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUSHONG (R PA-14)",1,0,0,0,1,NA,NA,1,1,0,1,1,1,1,NA,NA,0,0,0,NA,1,0,1,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1,1,1,1,NA,1,0,0,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"MC (R PA-15)",1,0,0,0,0,1,NA,1,1,NA,NA,NA,NA,1,0,0,1,1,0,NA,NA,NA,NA,1,NA,1,1,NA,0,1,1,1,0,1,1,0,NA,NA,1,0,1,0,1,0,NA,0,1,0,1,1,0,0,1,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,NA
"KIESS (R PA-16)",1,0,0,0,0,0,1,NA,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,NA,1,0,1,0,1,0,NA,0,1,1,1,0,1,0,1,0,0,0,0,0,0,NA,NA,1,0,0,0,1,0,1,1,0
"MAGRADY (R PA-17)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,NA,1,0,1,1,0,1,1,NA,1,NA,NA,NA,0,1,NA,0,NA,NA,1,0,1,0,1,0,1,1,1,0,1,1,NA,0,1,0,1,0,NA,0,NA,0,NA,0,1,0,0,0,0,1,0,1,1,0
"BEERS (R PA-18)",1,0,0,0,0,0,1,1,1,NA,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,NA,1,NA,1,NA,1,1,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,1,1,0
"DOUTRICH (R PA-19)",1,0,0,0,1,0,1,NA,NA,0,1,1,1,NA,NA,NA,0,0,0,NA,1,0,NA,NA,0,NA,1,0,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEECH (R PA-20)",1,0,0,0,0,1,1,NA,1,NA,1,1,1,1,0,NA,1,0,0,1,1,0,1,1,NA,1,NA,NA,0,1,1,1,0,1,1,0,1,NA,1,0,1,0,NA,0,1,1,1,1,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,1,NA,0,0,NA,NA,0,1,1,0
"KURTZ (R PA-21)",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,1,1,NA,0,1,1,0,1,NA,NA,NA,NA,0,1,1,0,0,1,1,1,0,NA,NA,0,NA,NA,1,0,NA,NA,1,NA,1,1,1,1,NA,NA,NA,0,1,0,NA,NA,0,1,0,1,NA,0,1,0,0,0,0,1,0,1,1,NA
"MENGES (R PA-22)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,NA,NA,0,NA,1,0,0,1,1,1,NA,0,NA,NA,0,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,0,0,0,0,1,1,0,1,0,0,0,0,NA,0,1,1,1
"CHASE (R PA-23)",1,0,0,0,1,0,1,1,1,NA,NA,1,1,1,0,0,1,1,0,NA,NA,NA,1,1,0,1,1,1,1,1,NA,1,0,1,1,0,NA,NA,NA,NA,1,0,1,NA,1,1,1,1,1,1,0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,0,0,NA,NA,0,1,1,0
"KENDALL (R PA-24)",1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,0,0,0,0,0,NA,0,1,NA,1,0,NA,1,0,1,1,1
"TEMPLE (R PA-25)",1,0,0,0,0,1,1,NA,1,0,1,1,1,1,NA,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,NA,1,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,NA,1,NA,1,0,NA,NA,NA,0,NA,NA,1,NA,0,NA,NA,1,0,1,1,0
"SWICK (R PA-26)",1,0,0,0,0,0,1,1,1,0,1,1,NA,1,0,NA,0,0,0,1,1,0,1,1,0,1,1,0,0,1,NA,NA,0,NA,1,0,1,0,1,0,1,0,1,NA,NA,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,NA,NA,1,0,0,NA,0,1,0,1,1,0
"STRONG (R PA-27)",1,0,0,0,1,0,1,NA,1,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,1,0,1,1,1,0,1,1,1,NA,0,0,0,0,0,0,NA,0,NA,0,0,1,0,1,1,0
"COCHRAN (R PA-28)",1,0,0,0,0,0,1,1,1,0,1,NA,1,1,0,0,0,0,0,NA,1,0,1,1,NA,NA,NA,1,0,1,NA,NA,0,1,1,NA,1,0,1,0,1,0,1,0,1,NA,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,NA,0,0,0,1,0,1,1,0
"SHREVE (R PA-29)",1,0,0,0,0,1,NA,1,1,0,1,0,1,1,0,NA,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,NA,NA,0,1,NA,NA,1,0,1,1,1,1,1,1,1,0,0,1,1,1,NA,0,0,0,0,NA,1,0,NA,0,0,1,0,1,1,NA
"KENT (D PA-30)",1,1,1,1,1,0,1,NA,0,1,1,1,NA,1,1,0,0,0,0,NA,NA,NA,NA,0,NA,0,1,1,1,1,0,0,NA,1,NA,NA,NA,NA,0,1,NA,NA,1,0,1,1,NA,NA,1,1,1,0,1,1,0,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0
"WYANT (R PA-31)",1,0,0,NA,NA,1,NA,NA,1,NA,1,1,1,1,NA,0,1,1,0,1,1,0,NA,1,NA,1,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,NA,1,1,0,0,0,NA,0,1,1,0
"PORTER (R PA-32)",1,0,0,0,0,1,1,NA,1,NA,NA,1,1,1,NA,NA,0,0,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,0,NA,1,NA,1,NA,0,1,1,NA,0,0,1,1,NA,0,1,1,1,0,0,0,NA,NA,0,0,0,0,NA,0,1,NA,0,0,0,1,0,0,1,NA
"KELLY (R PA-33)",1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,NA,1,0,1,NA,1,NA,NA,1,0,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,NA,NA,1,0,1,NA,0,1,0,1,1,0
"MORIN (R PA-34)",1,0,0,0,0,0,1,1,1,NA,NA,0,1,NA,0,0,1,1,0,NA,NA,NA,1,1,NA,NA,1,0,1,1,1,1,NA,1,1,1,1,NA,1,0,NA,NA,0,NA,NA,1,1,1,1,1,1,1,0,1,NA,1,0,0,0,1,0,1,NA,1,NA,0,NA,1,0,0,1,NA
"ESTEP (R PA-35)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,0,NA,1,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,1,0,0,1,1
"CAMPBELL (R PA-36)",1,0,0,0,1,1,1,1,1,0,1,NA,1,1,0,NA,NA,NA,NA,1,1,0,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,1,1,0,1,1,NA,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,1,0,0,1,1
"BURDICK (R RI-1)",1,0,0,0,0,0,1,1,1,NA,NA,NA,1,NA,NA,0,1,1,NA,1,NA,0,NA,1,1,1,1,0,0,1,NA,1,NA,NA,NA,0,1,NA,1,0,1,0,NA,0,0,1,1,1,1,0,1,0,1,0,NA,0,0,NA,0,0,NA,NA,1,NA,0,0,0,1,0,0,1,NA
"ALDRICH (R RI-2)",1,0,0,0,0,1,0,1,1,0,1,0,NA,NA,NA,0,0,1,0,1,NA,0,1,1,NA,1,NA,0,NA,1,1,1,0,1,NA,0,1,NA,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,0,NA,NA,1,NA,0,NA,NA,1,0,0,1,NA
"MONAST (R RI-3)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,0,1,0,NA,0,1,0,1,0,0,0,1,0,1,1,0,0,0,NA,0,0,NA,0,0,0,0,1,0,1,NA,1
"MC (D SC-1)",1,0,1,1,1,0,1,0,0,1,0,1,NA,NA,NA,0,1,1,1,1,NA,0,NA,NA,1,NA,1,0,1,1,0,0,0,0,0,1,0,NA,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,1,1,1,0,0,1,1,NA,1,1,1,1,0,0
"HARE (D SC-2)",1,0,1,1,1,0,1,0,0,1,1,NA,1,1,1,0,1,NA,1,1,1,0,1,0,1,0,1,0,1,1,0,0,NA,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,NA,NA,NA,1,1,NA,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0
"DOMINICK (D SC-3)",1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,NA,NA,1,1,NA,0,NA,NA,NA,NA,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,NA,NA,1,1,1,1,1,1,0,0,0,NA,NA,1,1,1,0,0,1,1,0,0,0,1,1,0,0
"MC (D SC-4)",1,0,1,1,1,0,1,NA,0,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,0,1,0,1,NA,NA,0,NA,0,0,1,0,0,0,NA,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,0,NA,0,1,NA,1,0,1,NA,0,0,0,1,1,NA,0
"STEVENSON (D SC-5)",NA,NA,1,1,1,0,1,1,0,1,NA,1,1,1,0,NA,1,1,NA,1,1,0,1,0,1,0,1,0,1,1,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,NA,NA,1,1,0,0,1,1,NA,1,0,1,1,0,NA
"GASQUE (D SC-6)",1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,NA,0,1,0,1,1,0,NA,1,0,0,1,0,0,0,1,1,1,NA,1,1,0,1,1,NA,NA,1,1,1,1,0,0,NA,NA,NA,1,NA,1,0,1,1,0,1,0,1,1,0,0
"FULMER (D SC-7)",1,0,1,1,1,0,1,NA,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,NA,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
"CHRISTOPHER (R SD-1)",1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,NA,0,0,0,1,1,0,1,0,0,NA,NA,1,NA,NA,1,0,0,1,1,0,1,NA,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,NA,1,1,0,0,0,1,0,1,1,1
"JOHNSON (R SD-2)",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,0,NA,1,1,1,NA,0,1,0,0,1,0,1,1,1,NA,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,NA,NA,0,0,NA,0,1,1,1
"WILLIAMSON (R SD-3)",1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,NA,1,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,1,0,1,0,0,NA,NA,NA,NA,0,1,1,NA,0,0,0,1,0,1,1,1
"REECE (R TN-1)",1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,NA,1,1,0,1,1,0,1,NA,1,1,1,0,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,0,0,0,NA,1,1,0,1,0,0,0,NA,0,0,0,1,1,NA,0,1,1,0,1,1,0
"TAYLOR (R TN-2)",1,0,1,0,1,0,1,1,NA,1,1,1,NA,1,0,0,NA,NA,NA,1,1,0,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,0,1,NA,1,0,0,0,NA,NA,1,1,NA,NA,0,NA,1,0,1,1,0
"MC (D TN-3)",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,NA,0,0,1,1,0,NA,NA,1,1,0,0
"HULL (D TN-4)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,NA,1,NA,0,NA,0,1,NA,1,1,1,1,0,0,1,NA,NA,1,1,0,0,1,1,0,1,0,1,NA,0,1,1,1,0,0,1,0,0,0,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,0
